Contrast,Correlation,Energy,Homogeneity,meanR,meanG,meanB,meanH,meanS,meanV,meanY,meanCb,meanCr,meanL,meanLA,meanLB,meanGray,Class
3.188257256,0.590689803,0.277650832,0.853380532,181.3131868,106.1208791,81.17582418,0.037893293,0.500266241,0.711032105,123.9835165,105.9725275,162.8076923,52.1742566,26.83829025,26.24911099,125.7857143,1
2.532615166,0.731783491,0.282341227,0.809284401,174.8492063,102.9424603,79.5297619,0.035558898,0.468918185,0.685683162,120.6031746,107.0793651,161.2619048,50.43034953,25.58927549,24.77778877,121.7539683,1
2.191495552,0.854040515,0.304077763,0.882778703,150.3832659,87.20445344,68.35290148,0.027377997,0.383976694,0.589738297,105.2732794,110.4439946,157.1079622,42.9651063,22.54890191,20.84472657,103.9446694,1
2.289624183,0.542683816,0.298585043,0.844563853,198.2740741,115.0037037,89.32962963,0.037823931,0.521477525,0.777545389,133.6481481,104.4296296,166.3962963,56.67635055,29.74578463,27.95631738,136.9777778,1
2.070450645,0.732352029,0.34943109,0.83543853,189.5,109.8869565,86.02826087,0.034929768,0.484254034,0.743137255,128.4891304,105.7630435,164.6630435,54.137529,28.39457187,26.30508346,131.0021739,1
3.630758664,0.530957585,0.285682955,0.854988945,182.3791209,108.4340659,80.86263736,0.040810156,0.501270918,0.715212239,125.3791209,105.0494505,162.467033,52.83397712,25.99044286,27.25868401,127.3791209,1
2.653183886,0.775241665,0.250201972,0.851358673,176.2354571,107.7257618,83.6398892,0.037747626,0.454046847,0.691119439,123.7811634,107.3434903,159.8310249,51.58361484,23.87163813,24.12108123,125.4626039,1
1.57594697,0.489932441,0.308006701,0.832630965,219.4555556,130.1,102.8555556,0.037909329,0.513364553,0.860610022,148.0388889,102.8166667,169.2,63.12399532,31.40360993,29.27499155,153.6944444,1
2.705221861,0.697110099,0.102169912,0.737335408,156.0520833,90.53125,67.38541667,0.038174771,0.501364952,0.611968954,108.3125,108.1041667,158.4895833,44.92692636,23.79372562,24.15926945,107.5,1
3.081632653,0.237676921,0.506571155,0.855286534,221.984375,139.484375,112.953125,0.04034423,0.482947806,0.870526961,154.34375,104.171875,166.078125,65.49607165,28.28471634,27.0580928,161.171875,1
2.873506229,0.821218804,0.181637464,0.809413818,150.120614,89.96491228,69.00219298,0.033142621,0.417419595,0.58870829,106.6447368,109.8903509,155.9188596,43.69096317,21.27758718,21.39529648,105.5526316,1
1.894116564,0.820092886,0.260015334,0.866176238,204.537037,109.0555556,77.73580247,0.03537795,0.527211094,0.802110869,131.1049383,100.0864198,172.1740741,55.71578206,33.86932474,33.09402868,134.008642,1
3.986805556,0.580175795,0.404931559,0.795978718,204.7625,117.6875,100.7875,0.023585417,0.443364268,0.802990196,137.7875,107.7,167.5125,57.9323726,31.426842,23.53051726,141.7375,1
1.638392857,0.348626189,0.882194268,0.952031706,237.375,136.0625,87.90625,0.052590987,0.619003555,0.930882353,154.15625,91.78125,175.921875,66.5007636,34.27164664,41.93557793,160.90625,1
3.216491841,0.644723742,0.588420965,0.869846894,209.827381,119.2321429,78.94047619,0.045077883,0.555377456,0.822852474,137.7202381,96.85714286,170.6904762,58.64830011,30.99946779,36.17945377,141.7559524,1
2.757387057,0.620164236,0.138940661,0.772320874,121.7692308,53.29230769,26.93846154,0.041280135,0.69518583,0.477526395,76.76410256,106.3589744,159.9179487,31.31120922,27.32276904,29.41298436,70.73846154,1
1.476562764,0.833847613,0.104729681,0.820125226,104.7071256,43.2910628,24.87318841,0.030333598,0.595815377,0.410616179,67.13888889,110.7940821,156.2844203,26.4431591,24.67420377,23.85103701,59.53623188,1
